image_id,storm_id,relative_time,ocean
pth_087,pth,188999,1
pth_088,pth,190799,1
pth_089,pth,194399,1
pth_090,pth,196199,1
pth_091,pth,197999,1
pth_092,pth,199799,1
pth_093,pth,201599,1
pth_094,pth,205201,1
pth_095,pth,206999,1
pth_096,pth,208799,1
pth_097,pth,210601,1
pth_098,pth,212400,1
pth_099,pth,215999,1
pth_100,pth,217799,1
pth_101,pth,219599,1
pth_102,pth,221399,1
pth_103,pth,223199,1
pth_104,pth,226800,1
pth_105,pth,228601,1
pth_106,pth,230400,1
pth_107,pth,232200,1
pth_108,pth,234001,1
pth_109,pth,237601,1
pth_110,pth,239400,1
pth_111,pth,241200,1
pth_112,pth,243001,1
pth_113,pth,244800,1
pth_114,pth,248400,1
pth_115,pth,250200,1
pth_116,pth,252001,1
pth_117,pth,253800,1
pth_118,pth,255600,1
pth_119,pth,259200,1
pth_120,pth,261000,1
pth_121,pth,262800,1
pth_122,pth,264602,1
pth_123,pth,266401,1
pth_124,pth,269999,1
pth_125,pth,271798,1
pth_126,pth,273599,1
pth_127,pth,275399,1
pth_128,pth,277199,1
pth_129,pth,280801,1
pth_130,pth,282601,1
pth_131,pth,284400,1
pth_132,pth,286199,1
pth_133,pth,287999,1
pth_134,pth,291598,1
pth_135,pth,293400,1
pth_136,pth,295201,1
pth_137,pth,296999,1
pth_138,pth,298799,1
pth_139,pth,302399,1
pth_140,pth,304199,1
pth_141,pth,305999,1
pth_142,pth,307799,1
pth_143,pth,309599,1
pth_144,pth,313201,1
pth_145,pth,315000,1
pth_146,pth,316800,1
pth_147,pth,318601,1
pth_148,pth,320400,1
pth_149,pth,324000,1
pth_150,pth,325800,1
pth_151,pth,327601,1
pth_152,pth,329400,1
pth_153,pth,331201,1
pth_154,pth,334800,1
pth_155,pth,336601,1
pth_156,pth,338400,1
pth_157,pth,340200,1
pth_158,pth,342001,1
pth_159,pth,345600,1
pth_160,pth,347400,1
pth_161,pth,349200,1
pth_162,pth,351001,1
pth_163,pth,352800,1
pth_164,pth,356399,1
pth_165,pth,358199,1
pth_166,pth,359999,1
pth_167,pth,361798,1
pth_168,pth,363599,1
pth_169,pth,367199,1
pth_170,pth,368999,1
pth_171,pth,370801,1
pth_172,pth,372599,1
pth_173,pth,374399,1
pth_174,pth,377999,1
pth_175,pth,379799,1
pth_176,pth,381599,1
pth_177,pth,383400,1
pth_178,pth,385201,1
pth_179,pth,388799,1
pth_180,pth,390598,1
pth_181,pth,392400,1
pth_182,pth,394199,1
pth_183,pth,395999,1
pth_184,pth,399601,1
pth_185,pth,401400,1
pth_186,pth,403200,1
pth_187,pth,405000,1
pth_188,pth,406800,1
pth_189,pth,410400,1
pth_190,pth,412200,1
pth_191,pth,414000,1
pth_192,pth,415800,1
pth_193,pth,417601,1
pth_194,pth,421200,1
pth_195,pth,423001,1
pth_196,pth,424800,1
pth_197,pth,426601,1
pth_198,pth,428400,1
pth_199,pth,432001,1
pth_200,pth,433800,1
pth_201,pth,435600,1
pth_202,pth,437400,1
pth_203,pth,439200,1
pth_204,pth,442799,1
pth_205,pth,444600,1
pth_206,pth,446399,1
pth_207,pth,448199,1
pth_208,pth,449999,1
pth_209,pth,453599,1
pth_210,pth,455399,1
pth_211,pth,457199,1
pth_212,pth,458999,1
pth_213,pth,460800,1
pth_214,pth,464399,1
pth_215,pth,466199,1
pth_216,pth,467999,1
pth_217,pth,469799,1
pth_218,pth,471599,1
pth_219,pth,475201,1
pth_220,pth,476999,1
pth_221,pth,478800,1
pth_222,pth,480598,1
pth_223,pth,482399,1
pth_224,pth,486000,1
pth_225,pth,487800,1
pth_226,pth,489601,1
pth_227,pth,491400,1
pth_228,pth,493201,1
pth_229,pth,496800,1
pth_230,pth,498601,1
pth_231,pth,500400,1
pth_232,pth,502200,1
pth_233,pth,504000,1
pth_234,pth,507601,1
pth_235,pth,509400,1
pth_236,pth,511201,1
pth_237,pth,513000,1
pth_238,pth,514802,1
pth_239,pth,518400,1
pth_240,pth,520200,1
pth_241,pth,522001,1
pth_242,pth,523800,1
pth_243,pth,525600,1
pth_244,pth,529199,1
pth_245,pth,531001,1
pth_246,pth,532799,1
pth_247,pth,534600,1
pth_248,pth,536399,1
pth_249,pth,539999,1
pth_250,pth,541798,1
pth_251,pth,543599,1
pth_252,pth,545399,1
pth_253,pth,547199,1
pth_254,pth,550799,1
pth_255,pth,552599,1
pth_256,pth,554399,1
pth_257,pth,556198,1
pth_258,pth,557999,1
pth_259,pth,561599,1
pth_260,pth,563399,1
pth_261,pth,565201,1
pth_262,pth,567001,1
pth_263,pth,568800,1
pth_264,pth,572400,1
pth_265,pth,574201,1
pth_266,pth,576000,1
pth_267,pth,577800,1
pth_268,pth,579600,1
pth_269,pth,583202,1
pth_270,pth,585000,1
pth_271,pth,586800,1
pth_272,pth,588600,1
pth_273,pth,590400,1
pth_274,pth,594000,1
pth_275,pth,595800,1
pth_276,pth,597601,1
pth_277,pth,599400,1
pth_278,pth,601201,1
pth_279,pth,604800,1
pth_280,pth,606601,1
pth_281,pth,608400,1
pth_282,pth,610200,1
pth_283,pth,612001,1
pth_284,pth,615599,1
pth_285,pth,617398,1
pth_286,pth,619199,1
pth_287,pth,621000,1
pth_288,pth,622799,1
pth_289,pth,626399,1
pth_290,pth,628199,1
pth_291,pth,629999,1
pth_292,pth,631799,1
pth_293,pth,633599,1
pth_294,pth,637199,1
pth_295,pth,639000,1
pth_296,pth,640799,1
pth_297,pth,642599,1
pth_298,pth,644399,1
pth_299,pth,647999,1
pth_300,pth,649799,1
pth_301,pth,651599,1
pth_302,pth,653399,1
pth_303,pth,655198,1
pth_304,pth,658801,1
pth_305,pth,660600,1
pth_306,pth,662400,1
pth_307,pth,664201,1
pth_308,pth,666000,1
pth_309,pth,669600,1
pth_310,pth,671400,1
pth_311,pth,673201,1
pth_312,pth,675000,1
pth_313,pth,676800,1
pth_314,pth,680400,1
pth_315,pth,682201,1
pth_316,pth,684000,1
pth_317,pth,685800,1
pth_318,pth,687601,1
ptk_000,ptk,0,1
ptk_001,ptk,1800,1
ptk_002,ptk,3600,1
ptk_003,ptk,5400,1
ptk_004,ptk,7200,1
ptk_005,ptk,10800,1
ptk_006,ptk,23400,1
ptk_007,ptk,25200,1
ptk_008,ptk,34199,1
ptk_009,ptk,37798,1
ptk_010,ptk,39599,1
ptk_011,ptk,43198,1
ptk_012,ptk,44999,1
ptk_013,ptk,46799,1
ptk_014,ptk,48598,1
ptk_015,ptk,50399,1
ptk_016,ptk,53998,1
ptk_017,ptk,55798,1
ptk_018,ptk,57598,1
ptk_019,ptk,59399,1
ptk_020,ptk,61199,1
ptk_021,ptk,64798,1
ptk_022,ptk,66598,1
ptk_023,ptk,68399,1
ptk_024,ptk,70199,1
ptk_025,ptk,71999,1
ptk_026,ptk,75600,1
ptk_027,ptk,77400,1
ptk_028,ptk,79200,1
ptk_029,ptk,81000,1
ptk_030,ptk,82800,1
ptk_031,ptk,86400,1
ptk_032,ptk,88200,1
ptk_033,ptk,90000,1
ptk_034,ptk,91800,1
ptk_035,ptk,93600,1
ptk_036,ptk,97201,1
ptk_037,ptk,109800,1
ptk_038,ptk,111600,1
ptk_039,ptk,120598,1
ptk_040,ptk,124198,1
ptk_041,ptk,125999,1
ptk_042,ptk,129599,1
ptk_043,ptk,131398,1
ptk_044,ptk,133199,1
ptk_045,ptk,134998,1
ptk_046,ptk,136799,1
ptk_047,ptk,140399,1
ptk_048,ptk,142199,1
ptk_049,ptk,143999,1
ptk_050,ptk,145799,1
ptk_051,ptk,147599,1
ptk_052,ptk,151198,1
ptk_053,ptk,152998,1
ptk_054,ptk,154799,1
ptk_055,ptk,156598,1
ptk_056,ptk,158399,1
ptk_057,ptk,162000,1
ptk_058,ptk,163800,1
ptk_059,ptk,165600,1
ptk_060,ptk,167400,1
ptk_061,ptk,169200,1
ptk_062,ptk,172800,1
ptk_063,ptk,174600,1
ptk_064,ptk,176400,1
ptk_065,ptk,178200,1
ptk_066,ptk,180000,1
ptk_067,ptk,183600,1
ptk_068,ptk,196200,1
ptk_069,ptk,198000,1
ptk_070,ptk,206998,1
ptk_071,ptk,210599,1
ptk_072,ptk,212399,1
ptk_073,ptk,215999,1
ptk_074,ptk,217799,1
ptk_075,ptk,219599,1
ptk_076,ptk,221399,1
ptk_077,ptk,223199,1
ptk_078,ptk,226799,1
ptk_079,ptk,228599,1
ptk_080,ptk,230399,1
ptk_081,ptk,232198,1
ptk_082,ptk,233998,1
ptk_083,ptk,237598,1
ptk_084,ptk,239398,1
ptk_085,ptk,241199,1
ptk_086,ptk,242998,1
ptk_087,ptk,244799,1
ptk_088,ptk,248400,1
ptk_089,ptk,250200,1
ptk_090,ptk,252000,1
ptk_091,ptk,253800,1
ptk_092,ptk,255600,1
ptk_093,ptk,259200,1
ptk_094,ptk,261000,1
ptk_095,ptk,262800,1
ptk_096,ptk,264600,1
ptk_097,ptk,266400,1
ptk_098,ptk,270000,1
ptk_099,ptk,282600,1
ptk_100,ptk,284399,1
ptk_101,ptk,293398,1
ptk_102,ptk,296998,1
ptk_103,ptk,298798,1
ptk_104,ptk,302398,1
ptk_105,ptk,304198,1
ptk_106,ptk,305998,1
ptk_107,ptk,307799,1
ptk_108,ptk,309599,1
ptk_109,ptk,313198,1
ptk_110,ptk,314998,1
ptk_111,ptk,316798,1
ptk_112,ptk,318599,1
ptk_113,ptk,320399,1
ptk_114,ptk,323998,1
ptk_115,ptk,325799,1
ptk_116,ptk,327599,1
ptk_117,ptk,329399,1
ptk_118,ptk,331199,1
ptk_119,ptk,334801,1
ptk_120,ptk,336600,1
ptk_121,ptk,338400,1
ptk_122,ptk,340200,1
ptk_123,ptk,342000,1
ptk_124,ptk,345600,1
ptk_125,ptk,347400,1
ptk_126,ptk,349200,1
ptk_127,ptk,351000,1
ptk_128,ptk,352800,1
ptk_129,ptk,356400,1
ptk_130,ptk,369000,1
ptk_131,ptk,370800,1
ptk_132,ptk,379798,1
ptk_133,ptk,383398,1
ptk_134,ptk,385198,1
ptk_135,ptk,388798,1
ptk_136,ptk,390599,1
ptk_137,ptk,392399,1
ptk_138,ptk,394199,1
ptk_139,ptk,395998,1
ptk_140,ptk,399598,1
ptk_141,ptk,401398,1
ptk_142,ptk,403198,1
ptk_143,ptk,404998,1
ptk_144,ptk,406799,1
ptk_145,ptk,410398,1
ptk_146,ptk,412198,1
ptk_147,ptk,413998,1
ptk_148,ptk,415798,1
ptk_149,ptk,417599,1
ptk_150,ptk,421202,1
ptk_151,ptk,423000,1
ptk_152,ptk,424800,1
ptk_153,ptk,426600,1
ptk_154,ptk,428400,1
ptk_155,ptk,432000,1
ptk_156,ptk,433800,1
ptk_157,ptk,435600,1
ptk_158,ptk,437400,1
ptk_159,ptk,439200,1
ptk_160,ptk,442801,1
ptk_161,ptk,455400,1
ptk_162,ptk,457200,1
ptk_163,ptk,466198,1
ptk_164,ptk,469799,1
ptk_165,ptk,471599,1
ptk_166,ptk,475199,1
ptk_167,ptk,476999,1
ptk_168,ptk,478799,1
ptk_169,ptk,480599,1
ptk_170,ptk,482399,1
ptk_171,ptk,485999,1
ptk_172,ptk,487798,1
ptk_173,ptk,489599,1
ptk_174,ptk,491398,1
ptk_175,ptk,493199,1
ptk_176,ptk,496799,1
ptk_177,ptk,498599,1
ptk_178,ptk,500399,1
ptk_179,ptk,502199,1
ptk_180,ptk,503999,1
ptk_181,ptk,507600,1
ptk_182,ptk,509400,1
ptk_183,ptk,511200,1
ptk_184,ptk,513000,1
ptk_185,ptk,514800,1
ptk_186,ptk,518400,1
ptk_187,ptk,520200,1
ptk_188,ptk,522000,1
ptk_189,ptk,523800,1
ptk_190,ptk,525600,1
ptk_191,ptk,529200,1
ptk_192,ptk,541800,1
ptk_193,ptk,543600,1
ptk_194,ptk,552599,1
ptk_195,ptk,556199,1
ptk_196,ptk,557999,1
ptk_197,ptk,561598,1
ptk_198,ptk,563398,1
ptk_199,ptk,565198,1
ptk_200,ptk,566998,1
ptk_201,ptk,568799,1
ptk_202,ptk,572398,1
ptk_203,ptk,574199,1
ptk_204,ptk,575998,1
ptk_205,ptk,577798,1
ptk_206,ptk,579598,1
ptk_207,ptk,583199,1
ptk_208,ptk,584999,1
ptk_209,ptk,586799,1
ptk_210,ptk,588598,1
ptk_211,ptk,590398,1
ptk_212,ptk,594000,1
ptk_213,ptk,595800,1
ptk_214,ptk,597600,1
ptk_215,ptk,599400,1
ptk_216,ptk,601200,1
ptk_217,ptk,604800,1
ptk_218,ptk,606600,1
ptk_219,ptk,608400,1
ptk_220,ptk,610200,1
ptk_221,ptk,612000,1
ptk_222,ptk,615600,1
ptk_223,ptk,628200,1
ptk_224,ptk,630000,1
ptk_225,ptk,638999,1
ptk_226,ptk,642599,1
ptk_227,ptk,644398,1
ptk_228,ptk,647999,1
ptk_229,ptk,649798,1
ptk_230,ptk,651599,1
ptk_231,ptk,653399,1
ptk_232,ptk,655198,1
ptk_233,ptk,658799,1
ptk_234,ptk,660599,1
ptk_235,ptk,662399,1
ptk_236,ptk,664199,1
ptk_237,ptk,665998,1
ptk_238,ptk,669598,1
ptk_239,ptk,671398,1
ptk_240,ptk,673198,1
ptk_241,ptk,674998,1
ptk_242,ptk,676799,1
ptk_243,ptk,680400,1
ptk_244,ptk,682200,1
ptk_245,ptk,684000,1
ptk_246,ptk,685800,1
ptk_247,ptk,687600,1
pts_000,pts,0,2
pts_001,pts,3600,2
pts_002,pts,7200,2
pts_003,pts,10800,2
pts_004,pts,14400,2
pts_005,pts,18000,2
pts_006,pts,21600,2
pts_007,pts,25200,2
pts_008,pts,28800,2
pts_009,pts,32400,2
pts_010,pts,36000,2
pts_011,pts,39600,2
pts_012,pts,43200,2
pts_013,pts,46800,2
pts_014,pts,50400,2
pts_015,pts,54000,2
pts_016,pts,57600,2
pts_017,pts,61200,2
pts_018,pts,64800,2
pts_019,pts,68400,2
pts_020,pts,72000,2
pts_021,pts,75600,2
pts_022,pts,79200,2
pts_023,pts,82798,2
pts_024,pts,86398,2
pts_025,pts,89998,2
pts_026,pts,93598,2
pts_027,pts,97198,2
pts_028,pts,100798,2
pts_029,pts,104398,2
pts_030,pts,107998,2
pts_031,pts,111598,2
pts_032,pts,115198,2
pts_033,pts,118798,2
pts_034,pts,122398,2
pts_035,pts,125998,2
pug_000,pug,0,1
pug_001,pug,1801,1
pug_002,pug,3600,1
pug_003,pug,5400,1
pug_004,pug,7200,1
pug_005,pug,10799,1
pug_006,pug,12599,1
pug_007,pug,14399,1
pug_008,pug,16199,1
pug_009,pug,17999,1
pug_010,pug,21599,1
pug_011,pug,23399,1
pug_012,pug,25201,1
pug_013,pug,26999,1
pug_014,pug,28799,1
pug_015,pug,32399,1
pug_016,pug,34199,1
pug_017,pug,35999,1
pug_018,pug,37799,1
pug_019,pug,39599,1
pug_020,pug,43199,1
pug_021,pug,44999,1
pug_022,pug,46799,1
pug_023,pug,48599,1
pug_024,pug,50399,1
pug_025,pug,54001,1
pug_026,pug,55800,1
pug_027,pug,57600,1
pug_028,pug,59402,1
pug_029,pug,61200,1
pug_030,pug,64801,1
pug_031,pug,66600,1
pug_032,pug,68401,1
pug_033,pug,70200,1
pug_034,pug,72000,1
pug_035,pug,75600,1
pug_036,pug,77402,1
pug_037,pug,79202,1
pug_038,pug,81000,1
pug_039,pug,82801,1
pug_040,pug,86400,1
pug_041,pug,88201,1
pug_042,pug,90000,1
pug_043,pug,91800,1
pug_044,pug,93601,1
pug_045,pug,97200,1
pug_046,pug,98999,1
pug_047,pug,100799,1
pug_048,pug,102599,1
pug_049,pug,104399,1
pug_050,pug,107999,1
pug_051,pug,109799,1
pug_052,pug,111599,1
pug_053,pug,113398,1
pug_054,pug,115200,1
pug_055,pug,118798,1
pug_056,pug,120599,1
pug_057,pug,122399,1
pug_058,pug,124199,1
pug_059,pug,125999,1
pug_060,pug,129599,1
pug_061,pug,131400,1
pug_062,pug,133199,1
pug_063,pug,136799,1
pug_064,pug,140400,1
pug_065,pug,142201,1
pug_066,pug,144000,1
pug_067,pug,145801,1
pug_068,pug,147600,1
pug_069,pug,151201,1
pug_070,pug,153000,1
pug_071,pug,154800,1
pug_072,pug,156600,1
pug_073,pug,158400,1
pug_074,pug,162000,1
pug_075,pug,163800,1
pug_076,pug,165601,1
pug_077,pug,167400,1
pug_078,pug,169200,1
pug_079,pug,172800,1
pug_080,pug,174601,1
pug_081,pug,176400,1
pug_082,pug,178200,1
pug_083,pug,180001,1
pug_084,pug,183601,1
pug_085,pug,185398,1
pug_086,pug,187200,1
pug_087,pug,188999,1
pug_088,pug,190799,1
pug_089,pug,194399,1
pug_090,pug,196199,1
pug_091,pug,197999,1
pug_092,pug,199801,1
pug_093,pug,201599,1
pug_094,pug,205198,1
pug_095,pug,206999,1
pug_096,pug,208799,1
pug_097,pug,210599,1
pug_098,pug,212399,1
pug_099,pug,215999,1
pug_100,pug,217799,1
pug_101,pug,219598,1
pug_102,pug,221400,1
pug_103,pug,223199,1
pug_104,pug,226800,1
pug_105,pug,228601,1
pug_106,pug,230400,1
pug_107,pug,232200,1
pug_108,pug,234000,1
pug_109,pug,237601,1
pug_110,pug,239400,1
pug_111,pug,241200,1
pug_112,pug,243001,1
pug_113,pug,244800,1
pug_114,pug,248400,1
pug_115,pug,250200,1
pug_116,pug,252001,1
pug_117,pug,253800,1
pug_118,pug,255600,1
pug_119,pug,259200,1
pug_120,pug,261000,1
pug_121,pug,262800,1
pug_122,pug,264600,1
pug_123,pug,266401,1
pug_124,pug,269999,1
pug_125,pug,271801,1
pug_126,pug,273599,1
pug_127,pug,275400,1
pug_128,pug,277198,1
pug_129,pug,280799,1
pug_130,pug,282599,1
pug_131,pug,284399,1
pug_132,pug,286199,1
pug_133,pug,287999,1
pug_134,pug,291599,1
pug_135,pug,293400,1
pug_136,pug,295199,1
pug_137,pug,296998,1
pug_138,pug,298799,1
pug_139,pug,302399,1
pug_140,pug,304199,1
pug_141,pug,306001,1
pug_142,pug,307799,1
pug_143,pug,309600,1
pug_144,pug,313200,1
pug_145,pug,315001,1
pug_146,pug,316800,1
pug_147,pug,318600,1
pug_148,pug,320401,1
pug_149,pug,324001,1
pug_150,pug,325800,1
pug_151,pug,327602,1
pug_152,pug,329401,1
pug_153,pug,331200,1
pug_154,pug,334801,1
pug_155,pug,336600,1
pug_156,pug,338401,1
pug_157,pug,340200,1
pug_158,pug,342000,1
pug_159,pug,345600,1
pug_160,pug,347400,1
pug_161,pug,349201,1
pug_162,pug,351000,1
pug_163,pug,352801,1
pug_164,pug,356399,1
pug_165,pug,358199,1
pug_166,pug,359999,1
pug_167,pug,361800,1
pug_168,pug,363599,1
pug_169,pug,367199,1
pug_170,pug,368998,1
pug_171,pug,370799,1
pug_172,pug,372599,1
pug_173,pug,374399,1
pug_174,pug,377999,1
pug_175,pug,379799,1
pug_176,pug,381600,1
pug_177,pug,383399,1
pug_178,pug,385199,1
pug_179,pug,388799,1
pug_180,pug,390599,1
pug_181,pug,392399,1
pug_182,pug,394199,1
pug_183,pug,396001,1
pug_184,pug,399600,1
pug_185,pug,401401,1
pug_186,pug,403200,1
pug_187,pug,405000,1
pug_188,pug,406801,1
pug_189,pug,410400,1
pug_190,pug,412203,1
pug_191,pug,414000,1
pug_192,pug,415801,1
pug_193,pug,417600,1
pug_194,pug,421201,1
pug_195,pug,423000,1
pug_196,pug,424800,1
pug_197,pug,426601,1
pug_198,pug,428400,1
pug_199,pug,432000,1
pug_200,pug,433800,1
pug_201,pug,435601,1
pug_202,pug,437400,1
pug_203,pug,439201,1
pug_204,pug,442799,1
pug_205,pug,444599,1
pug_206,pug,446399,1
pug_207,pug,448199,1
pug_208,pug,450000,1
pug_209,pug,453599,1
pug_210,pug,455399,1
pug_211,pug,457199,1
pug_212,pug,458999,1
pug_213,pug,460798,1
pug_214,pug,464399,1
pug_215,pug,466199,1
pug_216,pug,468000,1
pug_217,pug,469799,1
pug_218,pug,471599,1
pug_219,pug,475200,1
pug_220,pug,476999,1
pug_221,pug,478799,1
pug_222,pug,480598,1
pug_223,pug,482399,1
pug_224,pug,486000,1
pug_225,pug,487800,1
pug_226,pug,489601,1
pug_227,pug,491400,1
pug_228,pug,493201,1
pug_229,pug,496800,1
pug_230,pug,498601,1
pug_231,pug,500400,1
pug_232,pug,502200,1
pug_233,pug,504001,1
pug_234,pug,507601,1
pug_235,pug,509400,1
pug_236,pug,511200,1
pug_237,pug,513001,1
pug_238,pug,514800,1
pug_239,pug,518402,1
pug_240,pug,520200,1
pug_241,pug,522001,1
pug_242,pug,523800,1
pug_243,pug,525600,1
pug_244,pug,529199,1
pug_245,pug,530999,1
pug_246,pug,532799,1
pug_247,pug,534599,1
pug_248,pug,536399,1
pug_249,pug,539999,1
pug_250,pug,541799,1
pug_251,pug,543599,1
pug_252,pug,545399,1
pug_253,pug,547199,1
pug_254,pug,550799,1
pug_255,pug,552599,1
pug_256,pug,554399,1
pug_257,pug,556200,1
pug_258,pug,557999,1
pug_259,pug,561599,1
pug_260,pug,563399,1
pug_261,pug,565199,1
pug_262,pug,566999,1
pug_263,pug,568799,1
pug_264,pug,572400,1
pug_265,pug,574200,1
pug_266,pug,576001,1
pug_267,pug,577800,1
pug_268,pug,579600,1
pug_269,pug,583200,1
pug_270,pug,585000,1
pug_271,pug,586800,1
pug_272,pug,588600,1
pug_273,pug,590401,1
pug_274,pug,594000,1
pug_275,pug,595801,1
pug_276,pug,597600,1
pug_277,pug,599401,1
pug_278,pug,601200,1
pug_279,pug,604801,1
pug_280,pug,606600,1
pug_281,pug,608400,1
pug_282,pug,610201,1
pug_283,pug,615598,1
pug_284,pug,617399,1
pug_285,pug,619199,1
pug_286,pug,620999,1
pug_287,pug,622799,1
pug_288,pug,626399,1
pug_289,pug,628200,1
pug_290,pug,629998,1
pug_291,pug,631799,1
pug_292,pug,633599,1
pug_293,pug,637199,1
pug_294,pug,638999,1
pug_295,pug,640799,1
pug_296,pug,642599,1
pug_297,pug,644401,1
pvj_000,pvj,0,1
pvj_001,pvj,1800,1
pvj_002,pvj,3600,1
pvj_003,pvj,5400,1
pvj_004,pvj,7199,1
pvj_005,pvj,10800,1
pvj_006,pvj,12600,1
pvj_007,pvj,14400,1
pvj_008,pvj,16200,1
pvj_009,pvj,18000,1
pvj_010,pvj,21601,1
pvj_011,pvj,23400,1
pvj_012,pvj,25200,1
pvj_013,pvj,27000,1
pvj_014,pvj,28802,1
pvj_015,pvj,32400,1
pvj_016,pvj,34200,1
pvj_017,pvj,36000,1
pvj_018,pvj,37800,1
pvj_019,pvj,39600,1
pvj_020,pvj,43201,1
pvj_021,pvj,45003,1
pvj_022,pvj,46801,1
pvj_023,pvj,48602,1
pvj_024,pvj,50402,1
pvj_025,pvj,54002,1
pvj_026,pvj,55801,1
pvj_027,pvj,57600,1
pvj_028,pvj,59400,1
pvj_029,pvj,61201,1
pvj_030,pvj,64801,1
pvj_031,pvj,66602,1
pvj_032,pvj,68402,1
pvj_033,pvj,70201,1
pvj_034,pvj,72001,1
pvj_035,pvj,75601,1
pvj_036,pvj,77402,1
pvj_037,pvj,79201,1
pvj_038,pvj,81001,1
pvj_039,pvj,82802,1
pvj_040,pvj,86400,1
pvj_041,pvj,88200,1
pvj_042,pvj,90000,1
pvj_043,pvj,91800,1
pvj_044,pvj,93599,1
pvj_045,pvj,97200,1
pvj_046,pvj,99000,1
pvj_047,pvj,100801,1
pvj_048,pvj,102600,1
pvj_049,pvj,104400,1
pvj_050,pvj,107999,1
pvj_051,pvj,109800,1
pvj_052,pvj,111600,1
pvj_053,pvj,113400,1
pvj_054,pvj,115200,1
pvj_055,pvj,118800,1
pvj_056,pvj,120600,1
pvj_057,pvj,122400,1
pvj_058,pvj,124200,1
pvj_059,pvj,126000,1
pvj_060,pvj,129601,1
pvj_061,pvj,131402,1
pvj_062,pvj,133201,1
pvj_063,pvj,135003,1
pvj_064,pvj,136801,1
pvj_065,pvj,140402,1
pvj_066,pvj,142201,1
pvj_067,pvj,144001,1
pvj_068,pvj,145800,1
pvj_069,pvj,147600,1
pvj_070,pvj,151201,1
pvj_071,pvj,153003,1
pvj_072,pvj,154802,1
pvj_073,pvj,156601,1
pvj_074,pvj,158401,1
pvj_075,pvj,162001,1
pvj_076,pvj,163802,1
pvj_077,pvj,165601,1
pvj_078,pvj,167401,1
pvj_079,pvj,169202,1
pvj_080,pvj,172800,1
pvj_081,pvj,174600,1
pvj_082,pvj,176400,1
pvj_083,pvj,178200,1
pvj_084,pvj,180000,1
pvj_085,pvj,183600,1
pvj_086,pvj,185400,1
pvj_087,pvj,187202,1
pvj_088,pvj,189001,1
pvj_089,pvj,190800,1
pvj_090,pvj,194400,1
pvj_091,pvj,196200,1
pvj_092,pvj,198000,1
pvj_093,pvj,199800,1
pvj_094,pvj,201600,1
pvj_095,pvj,205200,1
pvj_096,pvj,207000,1
pvj_097,pvj,208799,1
pvj_098,pvj,210600,1
pvj_099,pvj,212400,1
pvj_100,pvj,216001,1
pvj_101,pvj,217802,1
pvj_102,pvj,219601,1
pvj_103,pvj,221401,1
pvj_104,pvj,223201,1
pvj_105,pvj,226802,1
pvj_106,pvj,228601,1
pvj_107,pvj,230401,1
pvj_108,pvj,232202,1
pvj_109,pvj,234001,1
pvj_110,pvj,237601,1
pvj_111,pvj,239401,1
pvj_112,pvj,241203,1
pvj_113,pvj,243001,1
pvj_114,pvj,244801,1
pvj_115,pvj,248401,1
pvj_116,pvj,250202,1
pvj_117,pvj,252001,1
pvj_118,pvj,253801,1
pvj_119,pvj,255602,1
pvj_120,pvj,259200,1
pvj_121,pvj,260999,1
pvj_122,pvj,262801,1
pvj_123,pvj,264600,1
pvj_124,pvj,266400,1
pvj_125,pvj,270000,1
pvj_126,pvj,271800,1
pvj_127,pvj,273600,1
pvj_128,pvj,275402,1
pvj_129,pvj,277201,1
pvj_130,pvj,280800,1
pvj_131,pvj,282600,1
pvj_132,pvj,284400,1
pvj_133,pvj,286200,1
pvj_134,pvj,288000,1
pvj_135,pvj,291600,1
pvj_136,pvj,293402,1
pvj_137,pvj,295199,1
pvj_138,pvj,297001,1
pvj_139,pvj,298800,1
pvj_140,pvj,302401,1
pvj_141,pvj,304202,1
pvj_142,pvj,306001,1
pvj_143,pvj,307802,1
pvj_144,pvj,309601,1
pvj_145,pvj,313202,1
pvj_146,pvj,315001,1
pvj_147,pvj,316801,1
pvj_148,pvj,318602,1
pvj_149,pvj,320401,1
pvj_150,pvj,324001,1
pvj_151,pvj,325802,1
pvj_152,pvj,327604,1
pvj_153,pvj,329401,1
pvj_154,pvj,331201,1
pvj_155,pvj,334801,1
pvj_156,pvj,336602,1
pvj_157,pvj,338401,1
pvj_158,pvj,340201,1
pvj_159,pvj,342002,1
pvj_160,pvj,345600,1
pvj_161,pvj,347399,1
pvj_162,pvj,349201,1
pvj_163,pvj,351000,1
pvj_164,pvj,352800,1
pvj_165,pvj,356400,1
pvj_166,pvj,358200,1
pvj_167,pvj,360000,1
pvj_168,pvj,361800,1
pvj_169,pvj,363600,1
pvj_170,pvj,367200,1
pvj_171,pvj,369000,1
pvj_172,pvj,370800,1
pvj_173,pvj,372600,1
pvj_174,pvj,374400,1
pvj_175,pvj,378000,1
pvj_176,pvj,379800,1
pvj_177,pvj,381600,1
pvj_178,pvj,385200,1
pvj_179,pvj,388801,1
pvj_180,pvj,390602,1
pvj_181,pvj,392401,1
pvj_182,pvj,394202,1
pvj_183,pvj,396001,1
pvj_184,pvj,399602,1
pvj_185,pvj,401401,1
pvj_186,pvj,403202,1
pvj_187,pvj,405001,1
pvj_188,pvj,406801,1
pvj_189,pvj,410401,1
pvj_190,pvj,412201,1
pvj_191,pvj,414002,1
pvj_192,pvj,415801,1
